2,1,543.50,386.20,47.00,30.00,1,3,1
3,1,543.46,385.98,47.00,30.00,1,3,1
3,2,767.50,289.00,38.00,18.00,1,3,1
2,2,767.48,288.97,38.00,18.00,1,3,1
1,2,767.48,288.90,38.00,18.00,1,3,1
3,3,813.00,118.90,44.00,45.10,1,3,1
2,3,813.39,118.76,44.00,45.10,1,3,1
1,3,813.60,118.57,44.00,45.10,1,3,1
4,1,543.13,386.45,47.00,30.00,1,3,1
4,2,767.41,288.91,38.00,18.00,1,3,1
4,3,812.85,119.27,44.00,45.10,1,3,1
4,4,925.00,171.60,69.00,57.50,1,3,1
3,4,925.87,171.15,69.00,57.50,1,3,1
2,4,926.52,171.26,69.00,57.50,1,3,1
1,4,925.23,170.48,69.00,57.50,1,3,1
5,1,543.06,386.37,47.00,30.00,1,3,1
5,2,767.55,288.98,38.00,18.00,1,3,1
5,3,813.87,119.50,44.00,45.10,1,3,1
5,4,925.86,170.82,69.00,57.50,1,3,1
5,5,871.00,448.50,45.00,22.50,1,3,1
4,5,870.76,448.26,45.00,22.50,1,3,1
3,5,871.46,448.15,45.00,22.50,1,3,1
2,5,871.53,448.75,45.00,22.50,1,3,1
1,5,871.56,448.60,45.00,22.50,1,3,1
5,6,846.00,381.00,43.00,25.50,1,3,1
4,6,846.21,381.12,43.00,25.50,1,3,1
3,6,846.27,380.83,43.00,25.50,1,3,1
2,6,846.72,380.75,43.00,25.50,1,3,1
1,6,846.64,381.13,43.00,25.50,1,3,1
5,7,769.00,51.80,43.00,51.50,1,3,1
4,7,769.38,51.67,43.00,51.50,1,3,1
3,7,769.96,51.77,43.00,51.50,1,3,1
2,7,769.37,51.50,43.00,51.50,1,3,1
1,7,769.71,51.65,43.00,51.50,1,3,1
6,1,542.74,386.21,47.00,30.00,1,3,1
6,2,767.65,288.99,38.00,18.00,1,3,1
6,3,813.78,119.07,44.00,45.10,1,3,1
6,4,925.31,171.47,69.00,57.50,1,3,1
6,5,870.93,448.54,45.00,22.50,1,3,1
6,6,845.78,381.08,43.00,25.50,1,3,1
6,7,768.94,51.17,43.00,51.50,1,3,1
7,1,542.37,385.93,47.00,30.00,1,3,1
7,2,767.64,288.97,38.00,18.00,1,3,1
7,3,813.74,119.22,44.00,45.10,1,3,1
7,4,925.56,171.45,69.00,57.50,1,3,1
7,5,871.31,448.65,45.00,22.50,1,3,1
7,6,845.55,381.41,43.00,25.50,1,3,1
7,7,769.11,51.65,43.00,51.50,1,3,1
8,1,542.08,386.62,47.00,30.00,1,3,1
8,2,767.72,289.04,38.00,18.00,1,3,1
8,3,814.13,119.16,44.00,45.10,1,3,1
8,4,925.16,171.62,69.00,57.50,1,3,1
