1,1,897.5,444.8,20.0,29.0,1,3,1
2,1,897,445,20,29,1,3,1
3,1,897,446,20,29,1,3,1
4,1,897,446,20,29,1,3,1
5,1,897,448,20,29,1,3,1
6,1,897,448,20,29,1,3,1
7,1,897,449,20,29,1,3,1
8,1,897,449,20,29,1,3,1
9,1,896,450,20,29,1,3,1
10,1,896,450,20,29,1,3,1
11,1,896,450,20,29,1,3,1
12,1,895,451,20,29,1,3,1
13,1,894,452,20,29,1,3,1
14,1,894,453,20,29,1,3,1
15,1,894,453,20,29,1,3,1
16,1,893,454,20,29,1,3,1
17,1,893,454,20,29,1,3,1
18,1,893,455,20,29,1,3,1
19,1,893,455,20,29,1,3,1
20,1,893,456,20,29,1,3,1
21,1,892,456,20,29,1,3,1
22,1,892,457,20,29,1,3,1
23,1,892,457,20,29,1,3,1
24,1,891,458,20,29,1,3,1
25,1,891,458,20,29,1,3,1
26,1,890,459,20,29,1,3,1
27,1,890,460,20,29,1,3,1
28,1,890,459,20,29,1,3,1
29,1,889,460,20,29,1,3,1
30,1,889,461,20,29,1,3,1
31,1,889,461,20,29,1,3,1
32,1,889,462,20,29,1,3,1
33,1,888,463,20,29,1,3,1
34,1,888,463,20,29,1,3,1
35,1,888,463,20,29,1,3,1
36,1,888,463,20,29,1,3,1
37,1,887,464,20,29,1,3,1
38,1,887,464,20,29,1,3,1
39,1,887,464,20,29,1,3,1
40,1,886,465,20,29,1,3,1
41,1,885,465,20,29,1,3,1
42,1,885,465,20,29,1,3,1
43,1,884,466,20,29,1,3,1
44,1,884,466,20,29,1,3,1
45,1,884,466,20,29,1,3,1
46,1,883,467,20,29,1,3,1
47,1,883,467,20,29,1,3,1
48,1,882,467,20,29,1,3,1
49,1,883,468,20,29,1,3,1
50,1,882,469,20,29,1,3,1
51,1,882,469,20,29,1,3,1
52,1,882,469,20,29,1,3,1
53,1,881,470,20,29,1,3,1
54,1,881,470,20,29,1,3,1
55,1,880,470,20,29,1,3,1
56,1,880,471,20,29,1,3,1
57,1,879,471,20,29,1,3,1
58,1,879,471,20,29,1,3,1
59,1,878,472,20,29,1,3,1
60,1,878,473,20,29,1,3,1
61,1,878,474,20,29,1,3,1
62,1,877,474,20,29,1,3,1
63,1,877,474,20,29,1,3,1
64,1,876,475,20,29,1,3,1
65,1,876,475,20,29,1,3,1
66,1,876,476,20,29,1,3,1
67,1,876,476,20,29,1,3,1
68,1,875,476,20,29,1,3,1
69,1,875,477,20,29,1,3,1
70,1,875,477,20,29,1,3,1
71,1,875,478,20,29,1,3,1
72,1,874,478,20,29,1,3,1
73,1,874,479,20,29,1,3,1
74,1,874,479,20,29,1,3,1
75,1,873,480,20,29,1,3,1
76,1,873,480,20,29,1,3,1
77,1,873,481,20,29,1,3,1
78,1,872,481,20,29,1,3,1
79,1,871,481,20,29,1,3,1
80,1,871,481,20,29,1,3,1
81,1,870,482,20,29,1,3,1
82,1,871,482,20,29,1,3,1
83,1,870,482,20,29,1,3,1
84,1,870,483,20,29,1,3,1
85,1,869,483,20,29,1,3,1
86,1,869,483,20,29,1,3,1
87,1,868,484,20,29,1,3,1
88,1,868,484,20,29,1,3,1
89,1,868,484,20,29,1,3,1
90,1,867,485,20,29,1,3,1
91,1,867,485,20,29,1,3,1
92,1,866,485,20,29,1,3,1
93,1,866,486,20,29,1,3,1
94,1,866,486,20,29,1,3,1
95,1,865,487,20,29,1,3,1
96,1,865,487,20,29,1,3,1
97,1,864,487,20,29,1,3,1
98,1,864,487,20,29,1,3,1
99,1,863,488,20,29,1,3,1
100,1,863,489,20,29,1,3,1
101,1,863,488,20,29,1,3,1
102,1,862,489,20,29,1,3,1
103,1,862,490,20,29,1,3,1
104,1,861,490,20,29,1,3,1
105,1,861,490,20,29,1,3,1
106,1,861,491,20,29,1,3,1
107,1,860,491,20,29,1,3,1
108,1,860,492,20,29,1,3,1
109,1,859,492,20,29,1,3,1
110,1,859,493,20,29,1,3,1
111,1,859,493,20,29,1,3,1
112,1,858,494,20,29,1,3,1
113,1,858,494,20,29,1,3,1
114,1,857,495,20,29,1,3,1
115,1,857,495,20,29,1,3,1
116,1,857,496,20,29,1,3,1
117,1,856,496,20,29,1,3,1
118,1,856,496,20,29,1,3,1
119,1,855,497,20,29,1,3,1
120,1,855,498,20,29,1,3,1
121,1,855,498,20,29,1,3,1
122,1,854,498,20,29,1,3,1
123,1,854,498,20,29,1,3,1
124,1,853,499,20,29,1,3,1
125,1,853,500,20,29,1,3,1
126,1,853,500,20,29,1,3,1
127,1,852,501,20,29,1,3,1
128,1,852,501,20,29,1,3,1
129,1,851,501,20,29,1,3,1
130,1,851,501,20,29,1,3,1
131,1,850,502,20,29,1,3,1
132,1,850,503,20,29,1,3,1
133,1,850,502,20,29,1,3,1
134,1,849,503,20,29,1,3,1
135,1,849,503,20,29,1,3,1
136,1,848,504,20,29,1,3,1
137,1,848,504,20,29,1,3,1
138,1,847,504,20,29,1,3,1
139,1,847,505,20,29,1,3,1
140,1,846,506,20,29,1,3,1
141,1,846,505,20,29,1,3,1
142,1,846,506,20,29,1,3,1
143,1,845,507,20,29,1,3,1
144,1,845,506,20,29,1,3,1
145,1,844,507,20,29,1,3,1
146,1,844,508,20,29,1,3,1
147,1,843,508,20,29,1,3,1
148,1,843,508,20,29,1,3,1
149,1,842,509,20,29,1,3,1
150,1,842,508,20,29,1,3,1
151,1,842,509,20,29,1,3,1
152,1,841,509,20,29,1,3,1
153,1,840,509,20,29,1,3,1
154,1,840,510,20,29,1,3,1
155,1,840,511,20,29,1,3,1
156,1,840,510,20,29,1,3,1
157,1,839,511,20,29,1,3,1
158,1,838,512,20,29,1,3,1
159,1,838,512,20,29,1,3,1
160,1,838,513,20,29,1,3,1
161,1,838,513,20,29,1,3,1
162,1,837,513,20,29,1,3,1
163,1,836,513,20,29,1,3,1
164,1,836,514,20,29,1,3,1
165,1,836,514,20,29,1,3,1
166,1,835,514,20,29,1,3,1
167,1,835,515,20,29,1,3,1
168,1,834,515,20,29,1,3,1
169,1,834,515,20,29,1,3,1
170,1,833,516,20,29,1,3,1
171,1,833,516,20,29,1,3,1
172,1,832,517,20,29,1,3,1
173,1,832,516,20,29,1,3,1
174,1,832,517,20,29,1,3,1
175,1,831,517,20,29,1,3,1
176,1,830,517,20,29,1,3,1
177,1,830,518,20,29,1,3,1
178,1,829,518,20,29,1,3,1
179,1,829,519,20,29,1,3,1
180,1,829,519,20,29,1,3,1
181,1,828,519,20,29,1,3,1
182,1,828,519,20,29,1,3,1
183,1,827,519,20,29,1,3,1
184,1,828,520,20,29,1,3,1
185,1,827,520,20,29,1,3,1
186,1,826,520,20,29,1,3,1
187,1,826,520,20,29,1,3,1
188,1,825,521,20,29,1,3,1
189,1,825,521,20,29,1,3,1
190,1,824,522,20,29,1,3,1
191,1,824,521,20,29,1,3,1
192,1,824,522,20,29,1,3,1
193,1,823,522,20,29,1,3,1
194,1,823,522,20,29,1,3,1
195,1,822,522,20,29,1,3,1
196,1,822,522,20,29,1,3,1
197,1,822,523,20,29,1,3,1
198,1,821,524,20,29,1,3,1
199,1,821,523,20,29,1,3,1
200,1,820,523,20,29,1,3,1
201,1,820,523,20,29,1,3,1
202,1,820,524,20,29,1,3,1
203,1,819,524,20,29,1,3,1
204,1,819,524,20,29,1,3,1
205,1,818,524,20,29,1,3,1
206,1,818,525,20,29,1,3,1
207,1,817,525,20,29,1,3,1
208,1,817,525,20,29,1,3,1
209,1,816,526,20,29,1,3,1
210,1,816,525,20,29,1,3,1
211,1,816,525,20,29,1,3,1
212,1,815,526,20,29,1,3,1
213,1,815,526,20,29,1,3,1
214,1,814,526,20,29,1,3,1
215,1,814,526,20,29,1,3,1
216,1,813,526,20,29,1,3,1
217,1,813,526,20,29,1,3,1
218,1,812,526,20,29,1,3,1
219,1,812,526,20,29,1,3,1
220,1,812,526,20,29,1,3,1
221,1,811,527,20,29,1,3,1
222,1,811,527,20,29,1,3,1
223,1,810,528,20,29,1,3,1
224,1,810,528,20,29,1,3,1
225,1,809,527,20,29,1,3,1
226,1,809,528,20,29,1,3,1
227,1,809,528,20,29,1,3,1
228,1,808,528,20,29,1,3,1
229,1,808,528,20,29,1,3,1
230,1,807,528,20,29,1,3,1
231,1,807,529,20,29,1,3,1
232,1,807,529,20,29,1,3,1
233,1,806,529,20,29,1,3,1
234,1,806,529,20,29,1,3,1
235,1,805,529,20,29,1,3,1
236,1,805,529,20,29,1,3,1
237,1,805,529,20,29,1,3,1
238,1,804,529,20,29,1,3,1
239,1,804,529,20,29,1,3,1
240,1,803,530,20,29,1,3,1
241,1,803,530,20,29,1,3,1
242,1,803,530,20,29,1,3,1
243,1,802,530,20,29,1,3,1
244,1,802,531,20,29,1,3,1
245,1,801,531,20,29,1,3,1
246,1,801,531,20,29,1,3,1
247,1,800,531,20,29,1,3,1
248,1,800,531,20,29,1,3,1
249,1,799,531,20,29,1,3,1
250,1,799,532,20,29,1,3,1
251,1,798,531,20,29,1,3,1
252,1,798,531,20,29,1,3,1
253,1,797,532,20,29,1,3,1
254,1,797,532,20,29,1,3,1
